TPIN,LOCATION,TAX TYPE,Transaction ID,Period From,Period To,Payment Method,Payment Amount,Payment Date
200272,Lusaka,Presumptive Tax,475520185656,01/10/2016,31/12/2016,CASH,300.3,27/02/2017
200272,Lusaka,Presumptive Tax,475520185656,01/01/2017,31/03/2017,CASH,293.7,27/02/2017
200466,Lusaka,Withholding Tax,475520185796,01/02/2017,28/02/2017,electronic transfer,2495.34,23/02/2017
200720,Kitwe,Property Transfer Tax,475520187903,01/11/2016,30/11/2016,CASH,1500,27/02/2017
200466,Ndola,Employment Tax (Pay as You Earn),475520189679,01/02/2017,28/02/2017,COMPANY LOCAL CHEQUE,723.5,28/02/2017
200282,Lusaka,Turnover Tax,475520203655,01/02/2017,28/02/2017,CASH,279,01/03/2017
200398,Lusaka,Turnover Tax,475520204183,01/02/2017,28/02/2017,CASH,36,01/03/2017
200272,kabwe,Presumptive Tax,475520207921,01/04/2017,30/06/2017,CASH,297,01/03/2017
200272,kabwe,Presumptive Tax,475520207921,01/01/2017,31/03/2017,CASH,293.7,01/03/2017
200059,chipata,Turnover Tax,475520208066,01/02/2017,28/02/2017,CASH,240,01/03/2017
200413,Lusaka,Turnover Tax,475520208491,01/01/2017,31/01/2017,CASH,220,01/03/2017
200778,Lusaka,Turnover Tax,475520208791,01/02/2017,28/02/2017,CASH,300,01/03/2017
200708,Lusaka,Turnover Tax,475520208936,01/02/2017,28/02/2017,CASH,210,01/03/2017
200134,kabwe,Turnover Tax,475520210060,01/02/2017,28/02/2017,CASH,249,01/03/2017
200639,choma,Presumptive Tax,475520210153,01/04/2017,30/06/2017,CASH,300,01/03/2017
200639,choma,Presumptive Tax,475520210153,01/07/2017,30/09/2017,CASH,300,01/03/2017
200639,choma,Presumptive Tax,475520210153,01/10/2017,31/12/2017,CASH,300,01/03/2017
200357,Lusaka,Employment Tax (Pay as You Earn),475520285663,01/02/2017,28/02/2017,COMPANY LOCAL CHEQUE,645,06/03/2017
200785,chipata,Turnover Tax,475520285720,01/02/2017,28/02/2017,CASH,249,06/03/2017
200121,Livingstone,Turnover Tax,475520286009,01/02/2017,28/02/2017,CASH,1306.2,06/03/2017
200583,Ndola,Turnover Tax,475519965221,01/01/2017,31/01/2017,CASH,6,13/02/2017
200060,Ndola,Turnover Tax,475519965480,01/01/2017,31/01/2017,CASH,400,13/02/2017
200529,Lusaka,Withholding Tax,475519965516,01/01/2017,31/01/2017,CASH,900,13/02/2017
200088,Ndola,Turnover Tax,475519966215,01/01/2017,31/01/2017,CASH,30,13/02/2017
200138,Ndola,Turnover Tax,475519966401,01/01/2017,31/01/2017,CASH,15,13/02/2017
200164,Ndola,Turnover Tax,475519966500,01/01/2017,31/01/2017,CASH,21,13/02/2017
200652,Ndola,Turnover Tax,475519966650,01/01/2017,31/01/2017,CASH,2520,13/02/2017
200051,Lusaka,Withholding Tax,475520032275,01/01/2017,31/01/2017,CASH,166,15/02/2017
200255,Mongu Province,Presumptive Tax,475520037546,01/07/2016,30/09/2016,CASH,891,15/02/2017
200034,Lusaka,Value Added Tax,475520081745,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,54429.38,16/02/2017
200371,Livingstone,Value Added Tax,475520085059,01/01/2017,31/01/2017,CASH,850,16/02/2017
200396,Lusaka,Employment Tax (Pay as You Earn),475520092334,01/01/2017,31/01/2017,CASH,570,17/02/2017
200425,Lusaka,Turnover Tax,475520092365,01/12/2016,31/12/2016,CASH,180,17/02/2017
200362,Livingstone,Withholding Tax,475520388750,01/02/2017,28/02/2017,CASH,100,09/03/2017
200476,Lusaka,Property Transfer Tax,475520389977,01/02/2017,28/02/2017,BANK CERTIFIED CHEQUE,11000,09/03/2017
200737,Livingstone,Turnover Tax,475520390925,01/02/2017,28/02/2017,CASH,1,09/03/2017
200707,Muchinga,Turnover Tax,475520471607,01/02/2017,28/02/2017,CASH,1638.5,10/03/2017
200094,Lusaka,Turnover Tax,475520472488,01/02/2017,28/02/2017,CASH,1180,10/03/2017
200441,Lusaka,Value Added Tax,475520472695,01/12/2016,31/12/2016,COMPANY LOCAL CHEQUE,420.42,10/03/2017
200441,Lusaka,Value Added Tax,475520472695,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,105.4,10/03/2017
200712,Kitwe,Turnover Tax,475520328489,01/06/2016,30/06/2016,CASH,600,07/03/2017
200376,Mongu Province,Employment Tax (Pay as You Earn),475520474813,01/02/2017,28/02/2017,COMPANY LOCAL CHEQUE,181.25,10/03/2017
200663,Lusaka,Withholding Tax,475520475693,01/02/2017,28/02/2017,CASH,130,10/03/2017
200575,Lusaka,Withholding Tax,475520475750,01/02/2017,28/02/2017,CASH,520.65,10/03/2017
200293,Lusaka,Withholding Tax,475520476475,01/01/2017,31/01/2017,CASH,551.3,10/03/2017
200293,Lusaka,Withholding Tax,475520476475,01/02/2017,28/02/2017,CASH,551.3,10/03/2017
200818,Ndola,Property Transfer Tax,475520476604,01/03/2017,31/03/2017,CASH,2000,10/03/2017
200472,mongu,Employment Tax (Pay as You Earn),475520480529,01/02/2017,28/02/2017,COMPANY LOCAL CHEQUE,278.62,10/03/2017
200505,choma,Turnover Tax,475520480690,01/02/2017,28/02/2017,CASH,270,10/03/2017
200344,kabwe,Income Tax,475520480829,01/01/2017,31/03/2017,COMPANY LOCAL CHEQUE,10000,10/03/2017
200054,Ndola,Turnover Tax,475519748597,01/01/2017,31/01/2017,CASH,111.2,07/02/2017
200375,Kitwe,Employment Tax (Pay as You Earn),475519748964,01/12/2016,31/12/2016,CASH,1212.5,07/02/2017
200218,Livingstone,Withholding Tax,475519749249,01/01/2017,31/01/2017,CASH,350,07/02/2017
200375,Kitwe,Value Added Tax,475519749363,01/10/2016,31/10/2016,CASH,991.05,07/02/2017
200745,Kitwe,Turnover Tax,475519751507,01/01/2017,31/01/2017,CASH,1820,07/02/2017
200485,Livingstone,Turnover Tax,475519751621,01/01/2017,31/01/2017,CASH,577.7,07/02/2017
200777,chipata,Turnover Tax,475519751988,01/01/2017,31/01/2017,CASH,30,07/02/2017
200372,Kitwe,Turnover Tax,475519752459,01/01/2017,31/01/2017,CASH,2632.95,07/02/2017
200750,choma,Turnover Tax,475519752858,01/01/2017,31/01/2017,CASH,30,07/02/2017
200609,choma,Turnover Tax,475519752905,01/01/2017,31/01/2017,CASH,20,07/02/2017
200504,kabwe,Turnover Tax,475520269611,01/02/2017,28/02/2017,CASH,586,03/03/2017
200504,kabwe,Withholding Tax,475520269611,01/02/2017,28/02/2017,CASH,400,03/03/2017
200486,Lusaka,Turnover Tax,475520270207,01/02/2017,28/02/2017,CASH,322.5,03/03/2017
200504,Ndola,Property Transfer Tax,475520270279,01/02/2017,28/02/2017,CASH,1175,03/03/2017
200394,Ndola,Turnover Tax,475520391785,01/02/2017,28/02/2017,CASH,2666.05,09/03/2017
200241,Lusaka,Turnover Tax,475520392074,01/02/2017,28/02/2017,CASH,415,09/03/2017
200219,mongu,Turnover Tax,475520392349,01/01/2017,31/01/2017,CASH,150,09/03/2017
200513,Lusaka,Withholding Tax,475520392805,01/03/2017,31/03/2017,CASH,450,09/03/2017
200492,Lusaka,Turnover Tax,475520394104,01/02/2017,28/02/2017,CASH,268.7,09/03/2017
200095,Livingstone,Turnover Tax,475520395580,01/02/2017,28/02/2017,COMPANY COUNTRY CHEQUE,309,09/03/2017
200504,Lusaka,Presumptive Tax,475520395637,01/07/2017,30/09/2017,CASH,297,09/03/2017
200118,Kitwe,Presumptive Tax,475520395844,01/10/2016,31/12/2016,CASH,300,09/03/2017
200118,Kitwe,Presumptive Tax,475520395844,01/04/2016,30/06/2016,CASH,500,09/03/2017
200444,Kitwe,Withholding Tax,475520396150,01/02/2017,28/02/2017,COMPANY LOCAL CHEQUE,70,09/03/2017
200095,Lusaka,Withholding Tax,475520463861,01/02/2017,28/02/2017,CASH,200,10/03/2017
200261,Lusaka,Turnover Tax,475520464079,01/02/2017,28/02/2017,CASH,444,10/03/2017
200360,Kitwe,Income Tax,475520464286,01/01/2016,31/03/2016,CASH,218.75,10/03/2017
200360,Kitwe,Income Tax,475520464286,01/04/2016,30/06/2016,CASH,218.75,10/03/2017
200360,Kitwe,Income Tax,475520464286,01/07/2016,30/09/2016,CASH,218.75,10/03/2017
200485,Mongu Province,Turnover Tax,475520465063,01/02/2017,28/02/2017,CASH,36,10/03/2017
200019,Lusaka,Turnover Tax,475520465223,01/02/2017,28/02/2017,CASH,99,10/03/2017
200395,Lusaka,Employment Tax (Pay as You Earn),475520465534,01/01/2017,31/01/2017,COMPANY COUNTRY CHEQUE,785.51,10/03/2017
200425,Lusaka,Turnover Tax,475520466372,01/12/2016,31/12/2016,CASH,18,10/03/2017
200739,Lusaka,Turnover Tax,475520468133,01/02/2017,28/02/2017,CASH,500.5,10/03/2017
200136,Ndola,Turnover Tax,475520468444,01/02/2017,28/02/2017,CASH,25.4,10/03/2017
200137,kabwe,Turnover Tax,475520468754,01/02/2017,28/02/2017,CASH,30,10/03/2017
200574,chipata,Turnover Tax,475520468858,01/02/2017,28/02/2017,CASH,36,10/03/2017
200574,chipata,Withholding Tax,475520468858,01/02/2017,28/02/2017,CASH,250,10/03/2017
200320,Lusaka,Withholding Tax,475520468993,01/02/2017,28/02/2017,COMPANY LOCAL CHEQUE,1527.76,10/03/2017
200430,Mongu Province,Turnover Tax,475520469495,01/02/2017,28/02/2017,CASH,2002.65,10/03/2017
200182,Mongu Province,Turnover Tax,475520470199,01/02/2017,28/02/2017,CASH,15,10/03/2017
200159,chipata,Turnover Tax,475520471328,01/02/2017,28/02/2017,CASH,650,10/03/2017
200525,chipata,Turnover Tax,475520472053,01/02/2017,28/02/2017,CASH,15,10/03/2017
200009,Kasama,Turnover Tax,475520472110,01/02/2017,28/02/2017,CASH,21,10/03/2017
200700,Lusaka,Turnover Tax,475520472302,01/02/2017,28/02/2017,CASH,3700,10/03/2017
200712,Livingstone,Turnover Tax,475520475869,01/02/2017,28/02/2017,CASH,1651.99,10/03/2017
200712,Livingstone,Withholding Tax,475520475869,01/02/2017,28/02/2017,CASH,265,10/03/2017
200712,Livingstone,Employment Tax (Pay as You Earn),475520475869,01/02/2017,28/02/2017,CASH,37.7,10/03/2017
200712,Livingstone,Turnover Tax,475520475869,01/03/2017,31/03/2017,CASH,0.01,10/03/2017
200196,Lusaka,Withholding Tax,475520476086,01/12/2016,31/12/2016,CASH,520.65,10/03/2017
200767,Lusaka,Turnover Tax,475520476692,01/02/2017,28/02/2017,CASH,30,10/03/2017
200470,chipata,Turnover Tax,475520476863,01/02/2017,28/02/2017,COMPANY COUNTRY CHEQUE,902,10/03/2017
200113,Lusaka,Turnover Tax,475520477049,01/02/2017,28/02/2017,CASH,24,10/03/2017
200626,Ndola,Withholding Tax,475520477106,01/02/2017,28/02/2017,CASH,200,10/03/2017
200626,Ndola,Employment Tax (Pay as You Earn),475520477106,01/02/2017,28/02/2017,CASH,50,10/03/2017
200718,chipata,Withholding Tax,475520477630,01/02/2017,28/02/2017,CASH,145,10/03/2017
200345,Ndola,Employment Tax (Pay as You Earn),475520477930,01/02/2017,28/02/2017,CASH,4792,10/03/2017
200482,Kitwe,Turnover Tax,475520478494,01/02/2017,28/02/2017,CASH,1150,10/03/2017
200658,Lusaka,Turnover Tax,475520479131,01/02/2017,28/02/2017,CASH,110,10/03/2017
200760,Mongu Province,Turnover Tax,475520479421,01/02/2017,28/02/2017,CASH,1167,10/03/2017
200642,choma,Turnover Tax,475520479364,01/02/2017,28/02/2017,CASH,230,10/03/2017
200760,Mongu Province,Employment Tax (Pay as You Earn),475520479421,01/02/2017,28/02/2017,CASH,1505,10/03/2017
200819,Ndola,Property Transfer Tax,475520480979,01/03/2017,31/03/2017,CASH,25000,10/03/2017
200183,Ndola,Turnover Tax,475520481503,01/10/2015,31/10/2015,CASH,785.3,10/03/2017
200334,Kitwe,Turnover Tax,475520483061,01/02/2017,28/02/2017,CASH,258,10/03/2017
200356,Ndola,Withholding Tax,475520483988,01/02/2017,28/02/2017,CASH,50,10/03/2017
200443,Lusaka,Turnover Tax,475520484195,01/02/2017,28/02/2017,CASH,804.5,10/03/2017
200443,Lusaka,Withholding Tax,475520484195,01/02/2017,28/02/2017,CASH,33.5,10/03/2017
200680,Ndola,Turnover Tax,475520484873,01/02/2017,28/02/2017,CASH,36,10/03/2017
200353,Lusaka,Turnover Tax,475520485344,01/02/2017,28/02/2017,CASH,450,10/03/2017
200664,Ndola,Withholding Tax,475520486820,01/02/2017,28/02/2017,CASH,120,10/03/2017
200563,Chingola,Turnover Tax,475520488011,01/02/2017,28/02/2017,CASH,24,10/03/2017
200421,Lusaka,Employment Tax (Pay as You Earn),475520490212,01/02/2017,28/02/2017,COMPANY LOCAL CHEQUE,470,10/03/2017
200109,Lusaka,Turnover Tax,475520490875,01/02/2017,28/02/2017,CASH,492.1,10/03/2017
200109,Lusaka,Withholding Tax,475520490875,01/02/2017,28/02/2017,CASH,90,10/03/2017
200450,chipata,Turnover Tax,475520491289,01/02/2017,28/02/2017,CASH,1793.8,10/03/2017
200100,chipata,Turnover Tax,475520492765,01/02/2017,28/02/2017,CASH,36,10/03/2017
200446,Chingola,Turnover Tax,475520492951,01/02/2017,28/02/2017,CASH,409,10/03/2017
200061,Chingola,Withholding Tax,475520493593,01/01/2017,31/01/2017,CASH,80,10/03/2017
200061,Chingola,Withholding Tax,475520493593,01/02/2017,28/02/2017,CASH,80,10/03/2017
200256,choma,Withholding Tax,475520064549,01/01/2017,31/01/2017,CASH,700,16/02/2017
200319,Lusaka,Withholding Tax,475520145641,01/10/2016,31/10/2016,COMPANY LOCAL CHEQUE,136,22/02/2017
200319,Lusaka,Withholding Tax,475520145641,01/11/2016,30/11/2016,COMPANY LOCAL CHEQUE,136,22/02/2017
200319,Lusaka,Withholding Tax,475520145641,01/12/2016,31/12/2016,COMPANY LOCAL CHEQUE,136,22/02/2017
200391,Livingstone,Value Added Tax,475520145983,01/12/2016,31/12/2016,COMPANY LOCAL CHEQUE,8268,22/02/2017
200524,Lusaka,Turnover Tax,475520216936,01/02/2017,28/02/2017,CASH,140,01/03/2017
200736,Lusaka,Turnover Tax,475520217464,01/02/2017,28/02/2017,CASH,249,01/03/2017
200585,Chingola,Turnover Tax,475520217723,01/02/2017,28/02/2017,CASH,54,01/03/2017
200764,Lusaka,Turnover Tax,475520218287,01/02/2017,28/02/2017,CASH,337.75,01/03/2017
200016,Kasama,Turnover Tax,475520218551,01/02/2015,28/02/2015,CASH,200.2,01/03/2017
200016,Kasama,Turnover Tax,475520218551,01/11/2014,30/11/2014,CASH,41.25,01/03/2017
200016,Kasama,Turnover Tax,475520218551,01/10/2014,31/10/2014,CASH,100,01/03/2017
200016,Kasama,Turnover Tax,475520218551,01/09/2014,30/09/2014,CASH,158.55,01/03/2017
200517,Muchinga,Turnover Tax,475520218587,01/02/2017,28/02/2017,CASH,12,01/03/2017
200404,Kitwe,Turnover Tax,475520218743,01/02/2017,28/02/2017,CASH,100,01/03/2017
200040,Lusaka,Turnover Tax,475520219514,01/02/2017,28/02/2017,electronic transfer,1064,28/02/2017
200744,chipata,Withholding Tax,475520223879,01/02/2017,28/02/2017,CASH,150,02/03/2017
200250,chipata,Withholding Tax,475520224175,01/02/2017,28/02/2017,CASH,150,02/03/2017
200797,chipata,Withholding Tax,475520224770,01/03/2017,31/03/2017,CASH,135,02/03/2017
200797,chipata,Withholding Tax,475520224770,01/04/2017,30/04/2017,CASH,135,02/03/2017
200720,chipata,Turnover Tax,475520225537,01/02/2017,28/02/2017,CASH,264,02/03/2017
200139,Kitwe,Presumptive Tax,475520255454,01/01/2016,31/03/2016,CASH,300,03/03/2017
200324,kabwe,Turnover Tax,475520258489,01/01/2014,31/01/2014,electronic transfer,418.01,28/02/2017
200109,Lusaka,Turnover Tax,475520258810,01/02/2017,28/02/2017,CASH,911.6,03/03/2017
200070,mansa Province,Turnover Tax,475520258991,01/02/2017,28/02/2017,CASH,5,03/03/2017
200192,Lusaka,Turnover Tax,475520259245,01/02/2017,28/02/2017,CASH,1195.4,03/03/2017
200757,Lusaka,Value Added Tax,475520262419,01/12/2016,31/12/2016,CASH,900,03/03/2017
200176,Lusaka,Turnover Tax,475520262647,01/02/2017,28/02/2017,CASH,65.3,03/03/2017
200477,chipata,Income Tax,475520263004,01/01/2014,31/12/2014,CASH,1383.11,03/03/2017
200477,chipata,Income Tax,475520263004,01/01/2016,31/12/2016,CASH,336.89,03/03/2017
200409,Lusaka,Employment Tax (Pay as You Earn),475520263211,01/07/2016,31/07/2016,electronic transfer,3000,28/02/2017
200700,Ndola,Turnover Tax,475520418710,01/02/2017,28/02/2017,CASH,206.5,09/03/2017
200058,Lusaka,Turnover Tax,475520418803,01/02/2017,28/02/2017,CASH,400,09/03/2017
200147,Ndola,Turnover Tax,475520419430,01/02/2017,28/02/2017,CASH,356.4,09/03/2017
200568,Lusaka,Withholding Tax,475520419947,01/02/2017,28/02/2017,CASH,600,09/03/2017
200148,Ndola,Turnover Tax,475520420247,01/12/2013,31/12/2013,CASH,2045,09/03/2017
200054,Lusaka,Turnover Tax,475520420325,01/11/2013,30/11/2013,CASH,210.24,09/03/2017
200054,Lusaka,Turnover Tax,475520420325,01/12/2013,31/12/2013,CASH,218.73,09/03/2017
200054,Lusaka,Turnover Tax,475520420325,01/01/2014,31/01/2014,CASH,438.76,09/03/2017
200054,Lusaka,Turnover Tax,475520420325,01/05/2014,31/05/2014,CASH,232.62,09/03/2017
200054,Lusaka,Turnover Tax,475520420325,01/07/2014,31/07/2014,CASH,0.07,09/03/2017
200054,Lusaka,Turnover Tax,475520420325,01/12/2014,31/12/2014,CASH,0.15,09/03/2017
200054,Lusaka,Turnover Tax,475520420325,01/01/2016,31/01/2016,CASH,0.01,09/03/2017
200054,Lusaka,Turnover Tax,475520420325,01/10/2016,31/10/2016,CASH,5.92,09/03/2017
200298,Kitwe,Turnover Tax,475520420610,01/02/2017,28/02/2017,CASH,820,09/03/2017
200222,Muchinga,Turnover Tax,475520421092,01/02/2017,28/02/2017,CASH,13.45,09/03/2017
200229,Ndola,Withholding Tax,475520421314,01/02/2017,28/02/2017,CASH,300,09/03/2017
200067,chipata,Turnover Tax,475520421723,01/02/2017,28/02/2017,CASH,36,09/03/2017
200760,chipata,Withholding Tax,475520423313,01/02/2017,28/02/2017,CASH,45,09/03/2017
200001,chipata,Turnover Tax,475520424152,01/02/2017,28/02/2017,CASH,237.6,09/03/2017
200082,Mongu Province,Turnover Tax,475520425161,01/02/2017,28/02/2017,CASH,27,09/03/2017
200612,Muchinga,Withholding Tax,475520427243,01/02/2017,28/02/2017,CASH,50,09/03/2017
200380,Lusaka,Turnover Tax,475520427300,01/02/2017,28/02/2017,CASH,288,09/03/2017
200612,Muchinga,Turnover Tax,475520427393,01/02/2017,28/02/2017,CASH,280.2,09/03/2017
200678,Muchinga,Turnover Tax,475520427486,01/02/2017,28/02/2017,CASH,228,09/03/2017
200114,Ndola,Turnover Tax,475520427807,01/02/2017,28/02/2017,CASH,33,09/03/2017
200371,Ndola,Turnover Tax,475520180240,01/12/2016,31/12/2016,CASH,398.15,27/02/2017
200665,Ndola,Presumptive Tax,475520228679,01/01/2016,31/03/2016,CASH,600,02/03/2017
200665,Ndola,Presumptive Tax,475520228679,01/04/2016,30/06/2016,CASH,500,02/03/2017
200665,Ndola,Presumptive Tax,475520228679,01/07/2016,30/09/2016,CASH,300,02/03/2017
200665,Ndola,Presumptive Tax,475520228679,01/10/2016,31/12/2016,CASH,300,02/03/2017
200665,Ndola,Presumptive Tax,475520228679,01/01/2017,31/03/2017,CASH,300,02/03/2017
200534,Muchinga,Withholding Tax,475520229078,01/02/2017,28/02/2017,CASH,80,02/03/2017
200397,Lusaka,Turnover Tax,475520229798,01/02/2017,28/02/2017,CASH,227,02/03/2017
200731,Kitwe,Presumptive Tax,475520230487,01/01/2017,31/03/2017,CASH,45,02/03/2017
200569,Kitwe,Turnover Tax,475520231553,01/12/2014,31/12/2014,COMPANY LOCAL CHEQUE,1174,02/03/2017
200136,Lusaka,Withholding Tax,475520231610,01/02/2017,28/02/2017,CASH,40,02/03/2017
200784,Ndola,Turnover Tax,475520233179,01/02/2017,28/02/2017,CASH,160,02/03/2017
200046,kabwe,Withholding Tax,475520233526,01/02/2017,28/02/2017,CASH,85,02/03/2017
200686,kabwe,Withholding Tax,475520233629,01/02/2017,28/02/2017,CASH,85,02/03/2017
200541,Ndola,Turnover Tax,475520233682,01/02/2017,28/02/2017,CASH,30,02/03/2017
200291,Kasama,Turnover Tax,475520234738,01/02/2017,28/02/2017,CASH,36,02/03/2017
200698,Muchinga,Turnover Tax,475520235027,01/02/2017,28/02/2017,CASH,30,02/03/2017
200796,Lusaka,Turnover Tax,475520235654,01/02/2017,28/02/2017,CASH,30,02/03/2017
200055,Lusaka,Turnover Tax,475520236182,01/02/2017,28/02/2017,CASH,243,02/03/2017
200060,Kitwe,Turnover Tax,475520236203,01/02/2017,28/02/2017,CASH,339,02/03/2017
200356,Kitwe,Turnover Tax,475520236250,01/02/2017,28/02/2017,CASH,336,02/03/2017
200367,Lusaka,Turnover Tax,475520237021,01/02/2017,28/02/2017,CASH,1379.63,02/03/2017
200089,Lusaka,Property Transfer Tax,475520237120,01/02/2017,28/02/2017,BANK CERTIFIED CHEQUE,4000,02/03/2017
200347,Ndola,Withholding Tax,475520237327,01/02/2017,28/02/2017,CASH,275,02/03/2017
200199,Lusaka,Turnover Tax,475520237523,01/02/2017,28/02/2017,CASH,26,02/03/2017
200160,Lusaka,Withholding Tax,475520237834,01/01/2017,31/01/2017,CASH,165,02/03/2017
200013,Lusaka,Turnover Tax,475520238347,01/02/2017,28/02/2017,CASH,1350,02/03/2017
200536,Lusaka,Turnover Tax,475520238383,01/02/2017,28/02/2017,CASH,99,02/03/2017
200141,Lusaka,Turnover Tax,475520238704,01/01/2017,31/01/2017,CASH,44,02/03/2017
200141,Lusaka,Turnover Tax,475520238704,01/02/2017,28/02/2017,CASH,42,02/03/2017
200155,Kasama,Turnover Tax,475520238828,01/02/2017,28/02/2017,CASH,24,02/03/2017
200011,Lusaka,Property Transfer Tax,475520238911,01/02/2017,28/02/2017,CASH,2250,02/03/2017
200545,Muchinga,Turnover Tax,475520239320,01/02/2017,28/02/2017,CASH,14,02/03/2017
200420,lusaka,Withholding Tax,475520241407,01/02/2017,28/02/2017,CASH,450,02/03/2017
200409,Ndola,Turnover Tax,475520245715,01/02/2017,28/02/2017,CASH,150,02/03/2017
200338,kabwe,Employment Tax (Pay as You Earn),475519985840,01/01/2017,31/01/2017,COMPANY COUNTRY CHEQUE,9146.09,14/02/2017
200052,Lusaka,Turnover Tax,475520254880,01/02/2017,28/02/2017,CASH,30,03/03/2017
200079,mansa Province,Turnover Tax,475520255165,01/02/2017,28/02/2017,CASH,342.75,03/03/2017
200625,Lusaka,Turnover Tax,475520256324,01/02/2017,28/02/2017,CASH,15.9,03/03/2017
200405,mansa Province,Turnover Tax,475520256417,01/02/2017,28/02/2017,CASH,1094.35,03/03/2017
200591,Lusaka,Turnover Tax,475520256506,01/02/2017,28/02/2017,CASH,85,03/03/2017
200793,mansa Province,Turnover Tax,475520256620,01/02/2017,28/02/2017,CASH,12,03/03/2017
200790,Lusaka,Turnover Tax,475520257526,01/02/2017,28/02/2017,CASH,249.45,03/03/2017
200753,Livingstone,Turnover Tax,475520264687,01/02/2017,28/02/2017,CASH,11.1,03/03/2017
200660,Chingola,Turnover Tax,475520264868,01/02/2017,28/02/2017,CASH,42,03/03/2017
200403,Mongu Province,Value Added Tax,475520265111,01/12/2015,31/12/2015,electronic transfer,0.04,28/02/2017
200116,Ndola,Turnover Tax,475520265386,01/02/2017,28/02/2017,CASH,34.5,03/03/2017
200629,Livingstone,Turnover Tax,475520265981,01/02/2017,28/02/2017,CASH,440.5,03/03/2017
200188,chipata,Withholding Tax,475520268927,01/02/2017,28/02/2017,CASH,30,03/03/2017
200676,Ndola,Turnover Tax,475520271641,01/02/2017,28/02/2017,CASH,339,03/03/2017
200379,Kitwe,Turnover Tax,475520292218,01/02/2017,28/02/2017,CASH,33,06/03/2017
200627,Muchinga,Turnover Tax,475520298794,01/01/2017,31/01/2017,CASH,294,02/03/2017
200752,mansa Province,Turnover Tax,475520298944,01/02/2017,28/02/2017,CASH,15,06/03/2017
200767,Muchinga,Turnover Tax,475520298975,01/02/2017,28/02/2017,CASH,588,02/03/2017
200526,Muchinga,Turnover Tax,475520299104,01/02/2017,28/02/2017,CASH,262.8,02/03/2017
200019,chipata,Turnover Tax,475520300601,01/02/2017,28/02/2017,CASH,407.5,06/03/2017
200220,Mongu Province,Turnover Tax,475520301119,01/02/2017,28/02/2017,CASH,243,06/03/2017
200305,Lusaka,Withholding Tax,475520301233,01/02/2017,28/02/2017,CASH,300,06/03/2017
200194,Lusaka,Turnover Tax,475520307933,01/02/2017,28/02/2017,CASH,626.9,06/03/2017
200466,Lusaka,Employment Tax (Pay as You Earn),475519863666,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,342.5,10/02/2017
200584,Kitwe,Value Added Tax,475519974293,01/01/2017,31/01/2017,CASH,600.1,13/02/2017
200391,kabwe,Turnover Tax,475519974681,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,910.25,13/02/2017
200066,Livingstone,Turnover Tax,475519977032,01/01/2017,31/01/2017,CASH,36,13/02/2017
200631,Lusaka,Turnover Tax,475520390630,01/02/2017,28/02/2017,CASH,15,09/03/2017
200756,Ndola,Turnover Tax,475520391432,01/02/2017,28/02/2017,CASH,28.5,09/03/2017
200655,Lusaka,Withholding Tax,475520391593,01/02/2017,28/02/2017,CASH,200,09/03/2017
200434,Kitwe,Turnover Tax,475520436366,01/02/2017,28/02/2017,CASH,511,10/03/2017
200590,Ndola,Turnover Tax,475520500454,01/02/2017,28/02/2017,CASH,65,10/03/2017
200496,kabwe,Presumptive Tax,475520500604,01/01/2017,31/03/2017,CASH,293.7,10/03/2017
200570,Lusaka,Employment Tax (Pay as You Earn),475520500728,01/02/2017,28/02/2017,COMPANY LOCAL CHEQUE,8534.38,10/03/2017
200405,Chingola,Turnover Tax,475520501117,01/02/2017,28/02/2017,CASH,1312,10/03/2017
200744,Muchinga,Turnover Tax,475520501427,01/02/2017,28/02/2017,CASH,36,10/03/2017
200235,Kasama,Turnover Tax,475520501930,01/02/2017,28/02/2017,CASH,240,10/03/2017
200234,Lusaka,Employment Tax (Pay as You Earn),475520502033,01/02/2017,28/02/2017,COMPANY LOCAL CHEQUE,7879,10/03/2017
200437,Ndola,Withholding Tax,475520502230,01/02/2017,28/02/2017,CASH,230,10/03/2017
200455,choma,Turnover Tax,475520502365,01/02/2017,28/02/2017,CASH,228,10/03/2017
200376,Lusaka,Employment Tax (Pay as You Earn),475520502494,01/02/2017,28/02/2017,CASH,47,10/03/2017
200432,Lusaka,Turnover Tax,475520502711,01/02/2017,28/02/2017,CASH,453.1,10/03/2017
200735,Lusaka,Turnover Tax,475520503535,01/02/2017,28/02/2017,CASH,1,10/03/2017
200366,Lusaka,Turnover Tax,475520504249,01/02/2017,28/02/2017,CASH,324,10/03/2017
200430,Lusaka,Turnover Tax,475520505632,01/02/2017,28/02/2017,CASH,421,10/03/2017
200430,Lusaka,Withholding Tax,475520505632,01/02/2017,28/02/2017,CASH,520,10/03/2017
200643,Lusaka,Withholding Tax,475520505860,01/02/2017,28/02/2017,CASH,2074.95,10/03/2017
200200,Livingstone,Withholding Tax,475520506548,01/02/2017,28/02/2017,CASH,40,10/03/2017
200719,Kitwe,Turnover Tax,475520506787,01/02/2017,28/02/2017,CASH,3943.7,10/03/2017
200442,Lusaka,Withholding Tax,475520506880,01/02/2017,28/02/2017,CASH,1400,10/03/2017
